I16,Amure rollos y cajas cortinas,,REVESTIMIENTOS Y AMURES,TRUE,TRUE,TRUE,TRUE
I17,Amure guías ascensores y cantoneras,,REVESTIMIENTOS Y AMURES,TRUE,TRUE,TRUE,TRUE
I18,Amure marcos de chapa,,REVESTIMIENTOS Y AMURES,TRUE,TRUE,TRUE,TRUE
I19,Amure aberturas de aluminio,,REVESTIMIENTOS Y AMURES,TRUE,TRUE,TRUE,TRUE
I20,Amure barandas,,REVESTIMIENTOS Y AMURES,TRUE,TRUE,TRUE,TRUE
I21,Amure marcos de madera,,REVESTIMIENTOS Y AMURES,TRUE,TRUE,TRUE,TRUE
J,AYUDAS A SUBCONTRATISTAS,,AYUDAS A SUBCONTRATISTAS,TRUE,TRUE,TRUE,TRUE
K11,PAVIMENTO de hormigón CON JUNTA LADRILLO,,"Sendas, cordonetas, etc.",TRUE,TRUE,TRUE,TRUE
K12,Cordonetas de ladrillo o tejuela,,"Sendas, cordonetas, etc.",TRUE,TRUE,TRUE,TRUE
K15,Cuneta desagüe,,"Sendas, cordonetas, etc.",TRUE,TRUE,TRUE,TRUE
K16,Cordón cuneta de hormigón,,"Sendas, cordonetas, etc.",TRUE,TRUE,TRUE,TRUE
K17,Cordón hormigón o bloque,,"Sendas, cordonetas, etc.",TRUE,TRUE,TRUE,TRUE
K18,Pavimento exterior,,"Sendas, cordonetas, etc.",TRUE,TRUE,TRUE,TRUE
L11,Césped con tierra (en panes),,Varios,TRUE,TRUE,TRUE,TRUE
L12,Revestimiento con suelo pasto,,Varios,TRUE,TRUE,TRUE,TRUE
L13,Mantenimiento césped,,Varios,TRUE,TRUE,TRUE,TRUE
L14,Colocación  árboles y plantas,,Varios,TRUE,TRUE,TRUE,TRUE
L15,Cerco entre viviendas,,Varios,TRUE,TRUE,TRUE,TRUE
L15,Cerco entre viviendas,,Varios,TRUE,TRUE,TRUE,TRUE
L16,Colocación de equipo suministrados por el propietario,,Varios,TRUE,TRUE,TRUE,TRUE
L17,"HORMIGON MESITAS mesadas cocina, laboratorios",,Varios,TRUE,TRUE,TRUE,TRUE
L21,Pintura en muros,,PINTURA,TRUE,TRUE,TRUE,TRUE
L22,"Trabajos de herrería (soldaduras, cortes de perfiles/chapas, armado, colocación etc.)",,HERRERIA,TRUE,TRUE,TRUE,TRUE
L31,"Cielorraso de placa de yeso, tipo Amstrong, placa cementicia.",,YESO,TRUE,TRUE,TRUE,TRUE
L32,"Cenefas de placa de yeso, placa cementicia. ",,YESO,TRUE,TRUE,TRUE,TRUE
L33,Registros en yeso,,YESO,TRUE,TRUE,TRUE,TRUE
L34,Aplacando en cielorrasos de yeso,,YESO,TRUE,TRUE,TRUE,TRUE
R,"Retrabajos, reparaciones, regularizaciones (ESPECIFICAR)",,RETRABAJOS,TRUE,TRUE,TRUE,TRUE
